,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
042,2304 ,579 ,19 ,173 ,800 ,67470 ,114285 ,68458 ,36173 ,127180 ,3927 ,4204 ,18320 ,1545 ,6520 ,4095 ,8926 ,1743 ,3105 ,2817 ,24606 ,9905 ,5481 ,7256 ,1806559 ,341550 ,189751 ,92040 ,620172 ,205202 ,538143 ,843522 ,877680 ,457141 ,1460525 ,660607 ,54513 ,16909 ,1354023 ,22026 ,30672 ,4522220 ,262043 ,372511 ,42896 ,68392 ,121768 ,92432 ,1346411 ,68135 ,68611 ,938572 ,90087 ,727619 ,217952 ,32195 ,11630 ,8204 ,134093 ,1400 ,58103 ,77091 ,2376448 ,47103 ,65938 ,81402 ,52539 ,185442 ,133488 ,53012 ,94667 ,76421 ,72234 ,1386726 ,455311 ,250645 ,41493 ,75533 ,281979 ,92727 ,84442 ,76516 ,68946 ,210509 ,392936 ,44573 ,19170 ,48333 ,68497 ,465243 ,8585 ,258710 ,7512 ,16122 ,3393139 ,22806 ,1134 ,23674 ,100240 ,7697 ,407 ,10151 ,35709 ,696 ,1692 ,759 ,0 ,0 ,0 ,0 ,0 ,0 ,295889 ,1291 ,74020 ,445 ,44809 ,72045 ,6698 ,13446 ,31775 ,80412 ,204196 ,43219 ,812034 ,177540 ,169738 ,14522 ,5690 ,34906 ,49541 ,28278 ,13816 ,3304 ,288653 
043,10319 ,13950 ,966 ,7254 ,3911 ,50293 ,24727 ,21569 ,16793 ,30839 ,56299 ,2810 ,67159 ,3702 ,74889 ,20927 ,78670 ,29337 ,8118 ,13688 ,67866 ,13073 ,147933 ,763 ,161191 ,44460 ,88279 ,156234 ,229673 ,245725 ,423670 ,403273 ,378497 ,55948 ,282422 ,951301 ,48551 ,13740 ,343883 ,172312 ,245150 ,1626657 ,6545242 ,1762484 ,287107 ,341680 ,6942307 ,7932710 ,34089651 ,163732 ,249263 ,1375122 ,766754 ,88822 ,91017 ,36921 ,4136 ,1602 ,26523 ,8884 ,164182 ,52867 ,77723 ,13780 ,35621 ,11337 ,140596 ,551246 ,58237 ,184514 ,77853 ,487518 ,24146 ,1282653 ,6971 ,628327 ,418375 ,638296 ,2656487 ,1623642 ,1001192 ,442516 ,29512 ,888351 ,1629218 ,296236 ,55289 ,644369 ,553115 ,1153865 ,34553 ,7677 ,625 ,603 ,13204606 ,231915 ,2790 ,533 ,351639 ,1569 ,2769 ,32426 ,2548 ,331 ,27961 ,21575 ,22511 ,35763 ,1985 ,0 ,17114 ,3613 ,15324 ,5727 ,19266 ,1087 ,58068 ,17685 ,5511 ,3126 ,2405 ,7175 ,12263 ,106568 ,56515 ,336217 ,867765 ,76 ,29 ,73871 ,152916 ,59843 ,241 ,232 ,114514 
044,2922 ,4275 ,4593 ,1024 ,2621 ,712873 ,977300 ,457265 ,655870 ,1580710 ,53223 ,61536 ,17805 ,8785 ,12789 ,12475 ,32108 ,2959 ,10338 ,61829 ,241356 ,37645 ,29363 ,24295 ,1074376 ,465831 ,98317 ,392699 ,181618 ,183522 ,1701056 ,1935227 ,287490 ,2550140 ,864957 ,214222 ,1775196 ,235101 ,2594311 ,455820 ,449876 ,2680554 ,2543371 ,7372005 ,696660 ,901805 ,792323 ,2749781 ,4832142 ,204198 ,524717 ,1041932 ,451678 ,287044 ,92775 ,104417 ,36053 ,115594 ,670570 ,29750 ,423054 ,202816 ,1024869 ,31938 ,30754 ,26095 ,54485 ,526598 ,133114 ,47350 ,14214 ,372162 ,34970 ,793900 ,44599 ,101777 ,61570 ,162183 ,106911 ,607066 ,1118382 ,94089 ,31304 ,197410 ,5142951 ,31874 ,87212 ,74316 ,47616 ,561537 ,89810 ,88267 ,12233 ,195465 ,1150778 ,10057 ,14995 ,76202 ,1103 ,2518 ,1518 ,35636 ,818682 ,0 ,4304 ,97873 ,136942 ,4276 ,26241 ,38791 ,232980 ,136619 ,638423 ,5806 ,2811274 ,1456 ,757455 ,167653 ,55666 ,25886 ,4334 ,127505 ,158059 ,1178306 ,2153317 ,109213 ,412657 ,1173 ,757 ,309541 ,407945 ,61828 ,3182 ,10259 ,85037 
045,22054 ,6844 ,4831 ,2653 ,11618 ,83742 ,108593 ,31752 ,33405 ,30660 ,7401 ,49491 ,12446 ,3791 ,37014 ,17956 ,144282 ,5900 ,23698 ,12882 ,108989 ,40256 ,173927 ,306950 ,99961 ,7667 ,17602 ,14304 ,82750 ,73376 ,44207 ,133005 ,43101 ,71302 ,30724 ,48969 ,32690 ,20108 ,134095 ,14890 ,108796 ,262962 ,52807 ,855541 ,2419456 ,111019 ,75208 ,28359 ,205949 ,241968 ,12422 ,16101 ,31651 ,16271 ,15753 ,5911 ,4966 ,4175 ,24082 ,1786 ,29708 ,21679 ,104448 ,24127 ,21527 ,2397 ,6454 ,15481 ,6938 ,4314 ,6711 ,35730 ,4548 ,130774 ,4590 ,20098 ,8610 ,14150 ,6660 ,73242 ,13343 ,36870 ,1401 ,82609 ,226013 ,7442 ,3263 ,14177 ,10908 ,125446 ,2141 ,58777 ,4030 ,102513 ,169205 ,24809 ,16611 ,5357 ,8645 ,14284 ,1213 ,14591 ,64668 ,115 ,1340 ,278 ,318 ,289751 ,612598 ,196619 ,54972 ,75461 ,201216 ,304 ,588620 ,9642 ,76506 ,32769 ,2893 ,1491 ,1230 ,31563 ,10075 ,1345595 ,511156 ,446423 ,437491 ,0 ,213 ,11483 ,45586 ,67 ,461 ,52240 ,473593 
046,12827 ,16966 ,790678 ,162141 ,633476 ,19533 ,497 ,47117 ,21037 ,92163 ,39439 ,332961 ,728 ,129 ,23970 ,14273 ,15600 ,40 ,1452 ,17614 ,45356 ,4463 ,11914 ,993 ,11387 ,6279 ,2125 ,18673 ,6271 ,17264 ,43258 ,114309 ,20952 ,68237 ,22057 ,14162 ,30459 ,13290 ,143641 ,40795 ,38668 ,84631 ,100525 ,156408 ,160374 ,12465132 ,18454 ,13701 ,144222 ,41860 ,31406 ,45438 ,24486 ,12803 ,16564 ,14809 ,147 ,120 ,1106 ,192 ,5603 ,6338 ,90355 ,1544 ,1971 ,1342 ,3303 ,12018 ,4433 ,3354 ,1587 ,70649 ,1755 ,31770 ,5770 ,8405 ,2975 ,7477 ,9645 ,3570 ,4804 ,644 ,403 ,616 ,35761 ,296 ,116 ,3617 ,1381 ,57829 ,6103 ,262 ,1968 ,2149 ,242105 ,3329 ,28661 ,5985 ,950 ,3162 ,1070 ,850 ,230 ,2364 ,38149 ,55 ,58 ,127001 ,6552 ,46933 ,13216 ,1408 ,1635 ,217 ,12137 ,3573 ,102776 ,78966 ,63 ,16709 ,4747 ,16889 ,16701 ,40305 ,0 ,129115 ,37676221 ,2352 ,15554 ,781 ,1109 ,3648 ,6473 ,9765 ,705322 
047,45735 ,0 ,0 ,230594 ,47264 ,537 ,505 ,48502 ,24001 ,93325 ,1385 ,539 ,508 ,17 ,454 ,290 ,511 ,361 ,40 ,44 ,1005 ,20215 ,5158 ,32531 ,12404474 ,1040686 ,1256382 ,1268956 ,4996884 ,1669261 ,267151 ,132990 ,155513 ,410426 ,25518 ,1284566 ,38650 ,13321 ,160745 ,42933 ,22894 ,122265 ,661304 ,333893 ,33956 ,43856 ,9013366 ,953657 ,642400 ,47021 ,37302 ,124583 ,255121 ,28416 ,85974 ,20315 ,255 ,121 ,4034 ,194 ,16644 ,6849 ,98624 ,7905 ,6020 ,1694 ,3533 ,266427 ,6219 ,4664 ,2885 ,166779 ,6919 ,192935 ,19892 ,23927 ,33002 ,24765 ,196876 ,37847 ,261066 ,6249 ,1272 ,56602 ,368273 ,3053 ,62252 ,45727 ,28150 ,850799 ,7058 ,2097 ,1998 ,2186 ,76898 ,1672 ,640 ,1693 ,6151 ,2266 ,890 ,6938 ,1874 ,203 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,788 ,0 ,0 ,0 ,12946 ,5091 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,522 ,0 
048,30279 ,22168 ,7611 ,16261 ,4462 ,611769 ,238766 ,393920 ,76739 ,91510 ,10123 ,11234 ,24157 ,8216 ,12585 ,6307 ,15382 ,4732 ,7353 ,5561 ,21818 ,46283 ,11824 ,29483 ,189616 ,39173 ,29684 ,55150 ,113539 ,370818 ,1115484 ,90532 ,118452 ,215320 ,74415 ,920353 ,44868 ,23860 ,159257 ,60172 ,19394 ,208906 ,218438 ,166664 ,30109 ,89618 ,50532 ,5176832 ,1185479 ,98244 ,57962 ,88276 ,74737 ,29710 ,22991 ,19916 ,23667 ,63931 ,427470 ,8726 ,61174 ,41767 ,668023 ,53228 ,70279 ,254280 ,313153 ,1338247 ,577297 ,142993 ,628412 ,295731 ,145379 ,4944661 ,105334 ,1184671 ,105167 ,157238 ,335394 ,402910 ,216660 ,692333 ,43047 ,237815 ,614759 ,62601 ,26569 ,134364 ,78093 ,259558 ,43052 ,82997 ,2692 ,4749 ,887779 ,33696 ,1609939 ,164340 ,550 ,6697 ,1101 ,105667 ,3141 ,2505 ,0 ,0 ,0 ,2083 ,569 ,8146 ,957 ,2546 ,53387 ,804 ,8165 ,4356 ,10364 ,25243 ,44411 ,4150 ,845 ,11174 ,40035 ,19629 ,341951 ,341234 ,91090 ,0 ,105 ,661 ,3865 ,224 ,179 ,2865 ,64745 
049,2147550 ,24128 ,11391 ,26461 ,18783 ,67375 ,63135 ,45343 ,41590 ,1397869 ,359946 ,356924 ,389832 ,58329 ,383226 ,274270 ,733450 ,549714 ,761780 ,305329 ,1129137 ,258770 ,2601383 ,164362 ,508500 ,54093 ,45560 ,234284 ,169503 ,1160464 ,1623696 ,169461 ,1094252 ,1152219 ,1291238 ,2301805 ,236350 ,25689 ,1148754 ,2563270 ,309082 ,232934 ,1359964 ,820886 ,1698357 ,1399584 ,937454 ,626188 ,28768250 ,983732 ,179757 ,403803 ,348964 ,220624 ,117194 ,97515 ,2785 ,1488 ,61792 ,11084 ,98936 ,101472 ,1556507 ,13823 ,79133 ,38436 ,365719 ,1960053 ,338060 ,795017 ,81904 ,1008209 ,61406 ,4061106 ,77934 ,788504 ,259550 ,1744700 ,1187378 ,6413611 ,1463675 ,4219468 ,158884 ,2442025 ,3534606 ,925814 ,190059 ,1289726 ,1784545 ,1927761 ,526541 ,9632 ,3896 ,207348 ,5129972 ,24441 ,16843 ,4958 ,4951 ,2791 ,757 ,44831 ,38750 ,13875 ,34353 ,1540 ,0 ,1236795 ,115804 ,223053 ,6590 ,5094 ,310126 ,454 ,135179 ,121 ,27691 ,123029 ,56615 ,2767 ,25053 ,17828 ,190469 ,111322 ,364857 ,67455 ,111869 ,1326 ,228 ,24035 ,102 ,6956 ,161 ,14260 ,43020 
050,44865 ,6271 ,6064 ,13061 ,11419 ,392958 ,350843 ,66384 ,168239 ,467538 ,3085 ,8930 ,2244 ,12429 ,4214 ,2777 ,4397 ,1371 ,1782 ,1624 ,10421 ,10819 ,8162 ,8382 ,14366 ,1813 ,1634 ,3099 ,8003 ,14849 ,14093 ,10909 ,4771 ,34276 ,5247 ,7070 ,80990 ,6835 ,71016 ,19417 ,5728 ,9532 ,21747 ,40048 ,13843 ,13775 ,9127 ,9860 ,40710 ,4141366 ,9094874 ,3763263 ,25628 ,60337 ,155536 ,353486 ,60965 ,109762 ,278117 ,28828 ,83506 ,18067 ,448785 ,8278 ,37003 ,3138 ,7297 ,32220 ,50398 ,41450 ,15189 ,159530 ,5977 ,45727 ,7064 ,10006 ,3060 ,9381 ,5215 ,21086 ,4324 ,7736 ,8272 ,6509 ,12960 ,3717 ,2170 ,28428 ,4245 ,416954 ,37211 ,331613 ,8337 ,12657 ,38790293 ,15892 ,178797 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4823 ,144 ,0 ,0 ,0 ,0 ,0 ,0 ,85 ,0 ,2203 ,849 ,3354 ,859 ,473 ,863 ,3861 ,3915 ,20232 ,7656 ,909 ,140834 ,137082 ,1833 ,723 ,619 ,27992 ,11201 ,1696 ,1573 ,124145 
051,23586 ,3427 ,5812 ,12237 ,5344 ,53393 ,62316 ,6345 ,12866 ,108676 ,2043 ,1708 ,1823 ,760 ,2194 ,968 ,2186 ,683 ,783 ,755 ,3514 ,4968 ,2920 ,6034 ,3765 ,539 ,473 ,1154 ,3205 ,5045 ,4197 ,4158 ,2310 ,4661 ,2574 ,1755 ,39601 ,1936 ,27545 ,5205 ,770 ,5807 ,16834 ,19717 ,1800 ,3898 ,2322 ,3596 ,6033 ,275475 ,1639884 ,198393 ,77630 ,42370 ,51711 ,46600 ,1413 ,9489 ,66473 ,2093 ,3634 ,1464 ,27673 ,3016 ,4791 ,1040 ,2321 ,16425 ,6509 ,3094 ,1540 ,7896 ,1241 ,16586 ,3647 ,4040 ,1755 ,3410 ,1074 ,6822 ,3159 ,2278 ,3054 ,2168 ,3675 ,1119 ,783 ,3707 ,701 ,6061 ,1774 ,50031 ,2224 ,4297 ,30444140 ,72348 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
052,68020 ,8078 ,55894 ,157100 ,16202 ,105554 ,114396 ,15823 ,48254 ,804055 ,2037 ,1912 ,1632 ,760 ,2237 ,986 ,1939 ,655 ,725 ,682 ,3264 ,5414 ,2865 ,5701 ,3596 ,566 ,603 ,1387 ,3283 ,4316 ,4117 ,8183 ,20080 ,14407 ,2584 ,15974 ,39224 ,3129 ,28279 ,11532 ,2368 ,31022 ,24370 ,42847 ,4011 ,4349 ,6045 ,10608 ,7413 ,882339 ,414631 ,4401384 ,146146 ,255077 ,303133 ,263677 ,2559 ,14475 ,63303 ,2955 ,9043 ,3075 ,146804 ,8004 ,3095 ,999 ,2626 ,25512 ,22383 ,14983 ,5208 ,30325 ,6902 ,19031 ,19669 ,3452 ,1058 ,3407 ,2855 ,5214 ,4352 ,1994 ,2480 ,2370 ,22008 ,957 ,745 ,8332 ,1330 ,56572 ,8248 ,89173 ,2692 ,3355 ,40645111 ,22027 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
053,20611 ,13177 ,5709 ,19135 ,13468 ,57004 ,94191 ,4914 ,5804 ,3658 ,4561 ,6130 ,6000 ,1148 ,5745 ,8412 ,141125 ,84477 ,92538 ,181192 ,514048 ,1090951 ,236821 ,6781 ,142455 ,20006 ,26881 ,54778 ,79472 ,12108 ,5519 ,41575 ,736549 ,13762 ,8042 ,198444 ,68141 ,4161 ,36720 ,16806 ,90799 ,47053 ,71155 ,40961 ,195232 ,992415 ,21803 ,10115 ,296903 ,360181 ,269619 ,381075 ,3712195 ,130149 ,142690 ,182980 ,2157 ,5289 ,75602 ,819 ,16707 ,27222 ,936223 ,4967 ,7863 ,76046 ,7596 ,105779 ,13667 ,7922 ,30386 ,69732 ,51374 ,1132442 ,44219 ,33221 ,6645 ,27829 ,1447679 ,819835 ,1228914 ,167686 ,9561 ,809695 ,2968890 ,492780 ,30294 ,604575 ,740127 ,664217 ,26751 ,48009 ,2900 ,5214 ,6233187 ,6670 ,55078 ,0 ,1097 ,3061 ,0 ,0 ,0 ,256 ,1713 ,0 ,0 ,2077 ,17025 ,53822 ,0 ,0 ,0 ,0 ,0 ,206 ,32082 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,109002 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
054,43294 ,5091 ,7810 ,33605 ,2870 ,804 ,1670 ,107 ,2517 ,861 ,41 ,0 ,21 ,50 ,3696 ,0 ,12652 ,0 ,0 ,1349 ,23736 ,125142 ,21645 ,7151 ,308 ,95 ,16 ,2267 ,50 ,189 ,5 ,94 ,5081 ,0 ,136 ,193 ,780 ,58 ,2102 ,8550 ,443 ,866 ,0 ,538057 ,1756 ,4449 ,5082 ,241 ,10072 ,1652 ,341 ,195485 ,22075 ,266535 ,245878 ,1878 ,13 ,208 ,243 ,587 ,15493 ,16215 ,44067 ,955 ,844 ,1239 ,17840 ,10450 ,0 ,566 ,163 ,30415 ,4571 ,182749 ,8829 ,3938 ,672 ,173604 ,1126 ,77743 ,91257 ,180317 ,1915 ,49680 ,553284 ,114 ,1272 ,10453 ,3869 ,26228 ,0 ,18618 ,26 ,256 ,6437510 ,32260 ,91232 ,166 ,148 ,900 ,142 ,7521 ,2031 ,15323 ,2285 ,2215 ,2311 ,96253 ,49576 ,128588 ,11116 ,16070 ,23761 ,178 ,21502 ,1114 ,3823 ,4493 ,1400 ,2842 ,2186 ,3428 ,5860 ,12438 ,17415 ,59156 ,16743 ,112 ,43 ,0 ,5526 ,3154 ,23 ,11579 ,38831 
055,12466 ,8391 ,1597 ,1167 ,1273 ,72645 ,30496 ,48715 ,28959 ,24722 ,6547 ,2055 ,4230 ,459 ,2807 ,1852 ,1747 ,627 ,2670 ,1387 ,4894 ,25115 ,5440 ,6699 ,14635 ,921 ,2612 ,1939 ,6489 ,24796 ,6662 ,55448 ,48012 ,29606 ,6351 ,13348 ,11776 ,560254 ,24446 ,16723 ,3515 ,12766 ,6651 ,61090 ,7405 ,48190 ,6644 ,10329 ,16956 ,91839 ,16815 ,64770 ,173443 ,122829 ,811596 ,108081 ,621796 ,2151748 ,2067139 ,33187 ,651030 ,37362 ,72715 ,93807 ,13065 ,2445 ,106491 ,147761 ,36582 ,19671 ,2591 ,75445 ,17598 ,56459 ,32428 ,18296 ,31714 ,40166 ,24246 ,27086 ,40101 ,5886 ,1438 ,3336 ,25356 ,17466 ,560 ,8243 ,1943 ,5678 ,8264 ,15153 ,2449 ,1390 ,8202429 ,3201 ,4384 ,72 ,5026 ,1652 ,3613 ,0 ,0 ,307 ,0 ,2839 ,2962 ,0 ,2185 ,0 ,1365 ,579 ,4313 ,4036 ,8933 ,0 ,13769 ,37571 ,11708 ,273 ,210 ,1856 ,3172 ,2304 ,3226 ,29721 ,1590 ,8 ,3 ,0 ,1230 ,702 ,235 ,79 ,0 
056,37883 ,15460 ,5636 ,5172 ,1680 ,309705 ,163237 ,56076 ,49883 ,75526 ,2512 ,3706 ,1462 ,845 ,4722 ,1704 ,6404 ,1159 ,1675 ,1249 ,5375 ,5408 ,3241 ,3537 ,110515 ,20958 ,11719 ,14463 ,25756 ,61149 ,71243 ,8296 ,49722 ,8839 ,9599 ,34710 ,40538 ,4329 ,251508 ,20348 ,1385 ,161595 ,394168 ,219053 ,5587 ,24622 ,2390 ,26303 ,36948 ,541888 ,18922 ,270848 ,129486 ,271574 ,537712 ,2173845 ,108029 ,244422 ,523919 ,70443 ,834093 ,55204 ,153734 ,14654 ,6379 ,3637 ,69108 ,157799 ,129204 ,68550 ,94827 ,215856 ,56293 ,242530 ,102941 ,17306 ,7139 ,9067 ,23618 ,58442 ,156254 ,10251 ,2947 ,6709 ,1144511 ,3092 ,4771 ,14638 ,177923 ,59960 ,9393 ,64656 ,2510 ,7786 ,2598075 ,8391 ,1104 ,0 ,0 ,0 ,0 ,0 ,155 ,3697 ,824 ,591 ,0 ,0 ,0 ,0 ,0 ,0 ,543 ,0 ,13548 ,22 ,39022 ,5284 ,2970 ,5309 ,23937 ,24073 ,124712 ,46298 ,4194 ,662331 ,646307 ,11314 ,4413 ,3807 ,172333 ,16250 ,10479 ,9470 ,663432 
057,0 ,0 ,0 ,0 ,0 ,8007 ,151 ,26003 ,27960 ,23994 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,93977 ,0 ,0 ,7291 ,380 ,0 ,2129 ,0 ,3440 ,1059 ,566 ,0 ,4628 ,1281 ,18837 ,10364 ,25120 ,12931 ,3674 ,6597 ,4204 ,1370733 ,10894901 ,8486726 ,764835 ,95209 ,28813 ,3772622 ,383414 ,425651 ,165562 ,856816 ,552198 ,225659 ,47703 ,87005 ,326202 ,29443 ,609028 ,6918 ,16091 ,267687 ,44007 ,0 ,3850 ,150429 ,18262 ,0 ,875 ,22622 ,0 ,147 ,0 ,0 ,5689 ,90914 ,1340 ,73 ,1337 ,2469461 ,1794 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
058,0 ,0 ,0 ,0 ,0 ,171912 ,87098 ,12819 ,18798 ,17061 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,35350 ,0 ,378 ,11786 ,11979 ,203 ,37632 ,4858 ,8045 ,880 ,1401 ,579 ,22679 ,40015 ,55215 ,6889 ,17 ,7280 ,18355 ,19187 ,121103 ,167663 ,2636175 ,55099083 ,53198 ,89447 ,318295 ,2879349 ,230583 ,962174 ,282339 ,425069 ,1807719 ,383402 ,263668 ,116722 ,725061 ,375029 ,2548837 ,114400 ,78420 ,114579 ,284297 ,0 ,157427 ,0 ,18148 ,0 ,21166 ,89954 ,0 ,0 ,0 ,0 ,10079 ,71 ,1976 ,0 ,0 ,0 ,2316 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11141 ,13862 ,4320 ,0 ,0 ,1341 ,10812 ,0 ,0 ,75259 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
059,29801 ,18551 ,36253 ,30804 ,308 ,4183447 ,4656125 ,341895 ,50486 ,154296 ,7992 ,11620 ,8520 ,8883 ,9818 ,4936 ,11441 ,3062 ,20848 ,7290 ,48608 ,51001 ,8216 ,17705 ,33763 ,3574 ,3984 ,101190 ,15067 ,41885 ,91432 ,103316 ,2313675 ,84747 ,52489 ,681729 ,101180 ,21180 ,104254 ,43401 ,6505 ,35520 ,54278 ,153268 ,11015 ,24605 ,11818 ,1040551 ,62577 ,210497 ,2393239 ,556292 ,328430 ,110146 ,275659 ,208217 ,510611 ,384599 ,36794360 ,560028 ,204071 ,1012802 ,39716998 ,3335242 ,2218515 ,5094095 ,3957548 ,16094336 ,8184355 ,5595080 ,1115960 ,5774805 ,1370763 ,16546588 ,3729433 ,2536763 ,2458203 ,5045897 ,1092897 ,2081064 ,1133066 ,180477 ,90564 ,367985 ,663422 ,72954 ,35120 ,784309 ,46554 ,554228 ,98981 ,265896 ,22886 ,12543 ,85116828 ,415852 ,14428 ,2356 ,55257 ,737 ,37208 ,475872 ,128512 ,0 ,859 ,17 ,18 ,171196 ,500 ,8280 ,0 ,0 ,60070 ,18543 ,51667 ,0 ,23378 ,158111 ,49270 ,31436 ,24218 ,23705 ,40517 ,33940 ,47520 ,58736 ,6756 ,42 ,16 ,0 ,13073 ,7462 ,31 ,691 ,0 
060,188 ,0 ,0 ,0 ,318 ,9930 ,1010 ,14385 ,30429 ,2110 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,43 ,0 ,0 ,3888 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,57820 ,0 ,0 ,10447 ,519 ,0 ,0 ,2298 ,4648 ,0 ,284 ,1835 ,162 ,0 ,8960 ,232 ,474 ,393 ,2077 ,6497 ,9244 ,135705 ,1242931 ,6269631 ,1276249 ,423501 ,5661 ,688104 ,350921 ,187028 ,142221 ,811446 ,1164236 ,486514 ,184341 ,28861 ,188551 ,62187 ,290682 ,963 ,148749 ,198359 ,505807 ,3059 ,69018 ,60232 ,4614 ,2912 ,9120 ,125250 ,40 ,6009 ,18504 ,171 ,42065 ,54998 ,0 ,0 ,0 ,363266 ,4106 ,0 ,565 ,18170 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9252 ,9440 ,2942 ,0 ,0 ,6468 ,0 ,0 ,0 ,9728 ,0 ,0 ,0 ,0 ,10 ,6 ,0 ,0 ,0 
061,540 ,24 ,1 ,4 ,591 ,24310 ,50407 ,87605 ,80982 ,59238 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4206 ,829 ,0 ,228 ,1695 ,331 ,0 ,0 ,233 ,11798 ,83519 ,403 ,9495 ,26236 ,29775 ,356335 ,1193 ,1997 ,773812 ,7676 ,1684 ,451686 ,14317 ,824424 ,319 ,20912 ,8845 ,291288 ,176227 ,10420 ,5382 ,16146 ,115391 ,62814 ,205147 ,127715 ,260447 ,366741 ,4729562 ,407181 ,12448721 ,48938284 ,5811388 ,288970 ,885606 ,73272 ,1663140 ,3423195 ,211881 ,226296 ,123289 ,897434 ,66338 ,3135542 ,39260 ,1770803 ,948190 ,2190012 ,13315988 ,1537313 ,4105338 ,70291 ,33501 ,154188 ,4264961 ,55064 ,133739 ,343397 ,6048 ,3952223 ,67122 ,13148 ,60 ,137 ,1269312 ,2579 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
062,0 ,514 ,0 ,0 ,0 ,327726 ,105949 ,35537 ,168241 ,28496 ,0 ,0 ,0 ,202 ,0 ,44 ,0 ,0 ,72 ,0 ,455 ,99802 ,120653 ,9401 ,0 ,0 ,0 ,10625 ,0 ,11397 ,5449 ,44191 ,196059 ,100261 ,101290 ,277398 ,43412 ,1865 ,120539 ,37436 ,11704 ,14954 ,35900 ,1004332 ,9589 ,23979 ,11675 ,138897 ,106984 ,842 ,14743 ,369951 ,69589 ,25078 ,61528 ,36052 ,425 ,6485 ,476581 ,71329 ,1020558 ,8142061 ,10155764 ,652941 ,863166 ,305884 ,2963491 ,5841402 ,164172 ,356928 ,291120 ,1448342 ,283388 ,3686536 ,230781 ,156456 ,2334052 ,5153020 ,25318978 ,1917922 ,5896308 ,764731 ,300135 ,429480 ,3462826 ,270875 ,110782 ,440324 ,20142 ,1837807 ,107260 ,5314 ,15 ,121 ,8941660 ,2581 ,4669 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10551 ,195 ,0 ,0 ,0 ,32617 ,0 ,0 ,0 ,18290 ,12856 ,4006 ,2907 ,2236 ,2764 ,4724 ,75572 ,105811 ,13679 ,474 ,0 ,0 ,0 ,860 ,491 ,1 ,7 ,0 
